address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude
1122 BUSHWICK AVENUE,Brooklyn,BK,3076728,3357,42,2016-05-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91871891,40.68949673
113 EAST 157 STREET,Bronx,BX,2002978,2483,23,2016-11-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
113 EAST 157 STREET,Bronx,BX,2002978,2483,23,2016-02-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
113 EAST 157 STREET,Bronx,BX,2002978,2483,23,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
113 EAST 157 STREET,Bronx,BX,2002978,2483,23,2014-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
113 EAST 157 STREET,Bronx,BX,2002978,2483,23,2014-07-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
113 JANE STREET,Manhattan,MN,1012125,642,1,2016-12-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00932174,40.7382984
113-12 SPRINGFIELD BOULEVARD,Queens,QN,4240132,11136,23,2013-05-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.74076327,40.70373489
1134 1 AVENUE,Manhattan,MN,1045314,1457,3,2017-04-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96016354,40.76159348
114 KENMARE STREET,Manhattan,MN,1066733,482,7501,2013-02-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000159J,020113CERFC02,-73.99774001,40.72120258
114 KENMARE STREET,Manhattan,MN,1066733,482,7501,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000158H,020113CERFC01,-73.99774001,40.72120258
114 WEST 124 STREET,Manhattan,MN,1057794,1908,40,2013-01-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94685854,40.80721919
114-53 FARMERS BOULEVARD,Queens,QN,4236286,11009,10,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76143784,40.6966219
114-53 FARMERS BOULEVARD,Queens,QN,4236286,11009,10,2012-10-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76143784,40.6966219
1146 BUSHWICK AVENUE,Brooklyn,BK,3076944,3366,43,2017-05-19,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35245487Y,051917CNEAC02,-73.91799118,40.68904476
115 AVENUE C,Manhattan,MN,1004717,390,34,2015-09-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97887182,40.72445428
115 EAST 157 STREET,Bronx,BX,2002978,2483,23,2014-03-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
115 ESSEX STREET,Manhattan,MN,1005334,410,55,2013-02-15,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985593P,,-73.98802106,40.71953132
115 ESSEX STREET,Manhattan,MN,1005334,410,55,2012-08-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98802106,40.71953132
115-05 FARMERS BOULEVARD,Queens,QN,4237309,11032,8,2015-02-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76126861,40.6957819
115-05 FARMERS BOULEVARD,Queens,QN,4237309,11032,8,2014-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76126861,40.6957819
115-05 FARMERS BOULEVARD,Queens,QN,4237309,11032,8,2012-10-27,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995106H,,-73.76126861,40.6957819
115-05 FARMERS BOULEVARD,Queens,QN,4237309,11032,8,2014-06-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76126861,40.6957819
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2016-08-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196723Z,082016CERFC02,-73.83678583,40.58018867
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2016-08-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196723Z,082016CERFC01,-73.83678583,40.58018867
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2015-02-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83678583,40.58018867
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2016-08-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196724K,082016CERFC01,-73.83678583,40.58018867
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2015-11-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83678583,40.58018867
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2016-08-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196724K,082016CERFC02,-73.83678583,40.58018867
115-22 LIBERTY AVENUE,Queens,QN,4202726,9538,8,2015-09-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35136903L,091215CNEDG01,-73.8269221,40.68559669
116 10 AVENUE,Manhattan,MN,1012546,715,2,2014-02-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00639308,40.74408039
116 NORTH 5 STREET,Brooklyn,BK,3062303,2343,5,2017-03-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9599471,40.71708753
116-02 JAMAICA AVENUE,Queens,QN,4442216,9326,1,2015-02-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83301371,40.6989616
116-02 JAMAICA AVENUE,Queens,QN,4442216,9326,1,2016-03-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83301371,40.6989616
117-03 HILLSIDE AVENUE,Queens,QN,4193411,9257,53,2013-01-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006107P,011913CNETV01,-73.83304152,40.70034958
117-03 HILLSIDE AVENUE,Queens,QN,4193411,9257,53,2013-01-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006107P,,-73.83304152,40.70034958
117-15 101 AVENUE,Queens,QN,4199564,9453,22,2015-10-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82726995,40.68985855
1170 EAST GUN HILL ROAD,Bronx,BX,2090536,4616,42,2014-04-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85295034,40.8727805
1170 EAST GUN HILL ROAD,Bronx,BX,2090536,4616,42,2013-08-16,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35025397X,081613CNEMR01,-73.85295034,40.8727805
1172 EAST GUNHILL ROAD,Bronx,BX,2090536,4616,42,2017-02-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85295034,40.8727805
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9536074,40.68327386
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,2013-03-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,,031013CNEAC03,-73.9536074,40.68327386
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,2013-11-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9536074,40.68327386
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,2013-09-06,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35025361Y,090613CNEAC01,-73.9536074,40.68327386
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,2013-09-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35025362X,090613CNETZ01,-73.9536074,40.68327386
1177 WHEELER AVENUE,Bronx,BX,2023775,3738,43,2014-01-03,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081012M,010414CNETM02,-73.88034677,40.82826539
1177 WHEELER AVENUE,Bronx,BX,2023775,3738,43,2014-01-03,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081156M,010414CNETM02,-73.88034677,40.82826539
1177 WHEELER AVENUE,Bronx,BX,2023775,3738,43,2013-04-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88034677,40.82826539
1177A WHEELER AVENUE,Bronx,BX,2023775,3738,43,2012-07-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88034677,40.82826539
1177A WHEELER AVENUE,Bronx,BX,2023775,3738,43,2013-01-26,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000154K,012613CERFC01,-73.88034677,40.82826539
1178 EAST NEW YORK AVENUE,Brooklyn,BK,3080786,3508,33,2014-01-10,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35081108R,,-73.9232717,40.66657481
1178 EAST NEW YORK AVENUE,Brooklyn,BK,3080786,3508,33,2013-08-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9232717,40.66657481
118 EAST 116 STREET,Manhattan,MN,1052267,1643,62,2016-04-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94243663,40.79866252
118-04 LIBERTY AVENUE,Queens,QN,4204182,9572,2,2013-09-27,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065029Z,092713CNEDG02,-73.82473385,40.68581404
118-14 LIBERTY AVENUE,Queens,QN,4204187,9572,7,2014-04-25,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35081295L,,-73.82438443,40.68590298
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245492Z,052017CNEAC05,-73.92721339,40.69273954
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2016-05-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179904N,"051416CNEJM01,02",-73.92721339,40.69273954
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245491R,052017CNEAC05,-73.92721339,40.69273954
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245492Z,052017PANEAC06,-73.92721339,40.69273954
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2015-05-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92721339,40.69273954
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245491R,052017PANEAC06,-73.92721339,40.69273954
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,2016-05-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179905P,"051416CNEJM01,02",-73.92721339,40.69273954
1186 BROADWAY,Brooklyn,BK,3043688,1613,9,2016-06-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92762747,40.69238438
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2017-02-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219168H,020417CNETV01,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2017-02-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219167X,020417CNETV01,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2013-04-14,VACATE,,,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2013-05-16,VACATE,,,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2013-05-16,VACATE,34951831X,012513CERLP01,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2014-01-03,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081187Y,010414CNEML01,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2017-02-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219167X,020417CNETV02,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2017-02-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219168H,020417CNETV02,-73.88070443,40.82819511
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2013-01-26,VACATE,34951831X,012513CERLP01,-73.88070443,40.82819511
1187 AMSTERDAM AVENUE,Manhattan,MN,1059499,1962,1,2012-12-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95967997,40.80815347
1188 BEDFORD AVENUE,Brooklyn,BK,3420462,1996,7503,2017-02-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95422416,40.68339769
1188 BROADWAY,Brooklyn,BK,3043688,1613,9,2015-06-20,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35136737P,062015CNEAC04,-73.92762747,40.69238438
1189 BROADWAY,Brooklyn,BK,3074306,3263,2,2014-05-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92706608,40.69265324
119 EAST 157 STREET,Bronx,BX,2002978,2483,23,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824
119 EAST 157 STREET,Bronx,BX,2002978,2483,23,2013-12-06,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35081001R,120613CNEJM01,-73.92633871,40.82575824
119 EAST 233 STREET,Bronx,BX,2018889,3369,36,2014-09-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87176107,40.89662654
1195 PRESIDENT STREET,Brooklyn,BK,3033230,1276,1,2013-05-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95035552,40.66818537
1199 NOSTRAND AVENUE,Brooklyn,BK,3107257,4814,3,2013-05-31,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35014891H,,-73.95002668,40.65809042
1199 NOSTRAND AVENUE,Brooklyn,BK,3107257,4814,3,2013-01-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95002668,40.65809042
1199 NOSTRAND AVENUE,Brooklyn,BK,3107257,4814,3,2013-05-31,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35014890X,,-73.95002668,40.65809042
12 JEFFERSON STREET,Brooklyn,BK,3072173,3170,14,2014-09-28,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35030596P,092814CNETZ02/02,-73.93468645,40.69735397
12 JEFFERSON STREET,Brooklyn,BK,3072173,3170,14,2014-09-28,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35111129K,092814CNETZ02/02,-73.93468645,40.69735397
12 SPRING STREET,Manhattan,MN,1007137,478,18,2014-01-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99463838,40.72111786
12 WEST 45 STREET,Manhattan,MN,1034230,1260,46,2014-04-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081415R,040414CNETZ01/02,-73.98046512,40.75557404
12 WEST 45 STREET,Manhattan,MN,1034230,1260,46,2014-04-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081416Z,040414CNETZ01/02,-73.98046512,40.75557404
120-04 ROCKAWAY BOULEVARD,Queens,QN,4253582,11713,37,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180109M,"031916CEFC04,05,06",-73.81798087,40.67572601
120-04 ROCKAWAY BOULEVARD,Queens,QN,4253582,11713,37,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180110J,"031916CEFC04,05,06",-73.81798087,40.67572601
120-04 ROCKAWAY BOULEVARD,Queens,QN,4253582,11713,37,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180108K,"031916CEFC04,05,06",-73.81798087,40.67572601
120-06 LIBERTY AVENUE,Queens,QN,4204290,9574,3,2014-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82292537,40.68644329
120-12 LIBERTY AVENUE,Queens,QN,4204293,9574,6,2015-03-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82273937,40.6865367
1201 MANOR AVENUE,Bronx,BX,2025283,3775,1,2014-06-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87682515,40.82915176
1205 FOREST AVENUE,Staten Island,SI,5006484,238,203,2012-08-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985361X,,-74.13015379,40.62666317
1206 STRATFORD AVENUE,Bronx,BX,2025354,3777,5,2015-02-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87530179,40.8295932
1206 STRATFORD AVENUE,Bronx,BX,2025354,3777,5,2015-02-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87530179,40.8295932
1207 AMSTERDAM AVENUE,Manhattan,MN,1059510,1962,38,2012-12-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000250K,120112CNETZ01,-73.95914217,40.80875863
121 ESSEX STREET,Manhattan,MN,1005332,410,53,2012-08-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98791491,40.7196566
122 RIVINGTON STREET,Manhattan,MN,1004320,354,36,2013-02-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006418M,,-73.98709494,40.71987679
122 RIVINGTON STREET,Manhattan,MN,1004320,354,36,2013-02-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006419Y,,-73.98709494,40.71987679
122 WEST 118 STREET,Manhattan,MN,1057442,1902,44,2013-01-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94994251,40.80359099
123 WEST KINGSBRIDGE ROAD,Bronx,BX,2015287,3248,135,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90239904,40.8690056
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,2014-01-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95494054,40.64026723
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,2012-06-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95494054,40.64026723
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95494054,40.64026723
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,2013-11-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95494054,40.64026723
1236 ROGERS AVENUE,Brooklyn,BK,3120411,5213,43,2014-01-17,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081089K,"011814CERFC01,02",-73.95160801,40.63966684
1236 ROGERS AVENUE,Brooklyn,BK,3120411,5213,43,2014-01-17,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081088Z,"011814CERFC01,02",-73.95160801,40.63966684
1237 CASTLE HILL AVENUE,Bronx,BX,2026572,3813,48,2015-02-06,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35000488K,020615CNEDR01,-73.85157596,40.83286727
1237 CASTLE HILL AVENUE,Bronx,BX,2026572,3813,48,2015-02-07,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35000488K,020615CNEDR01,-73.85157596,40.83286727
124 EAST 183 STREET,Bronx,BX,2013867,3171,23,2016-07-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90125901,40.85773219
124-02 JAMAICA AVENUE,Queens,QN,4196066,9333,1,2015-10-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82628869,40.70060929
124-04 LIBERTY AVENUE,Queens,QN,4204510,9578,3,2013-09-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81978311,40.68768615
124-12 101 AVENUE,Queens,QN,4200739,9491,6,2015-02-14,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35117985K,"021415CERDM01, JM01",-73.82121964,40.69106337
124-12 101 AVENUE,Queens,QN,4200739,9491,6,2015-02-14,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35117986M,"021415CERDM01, JM01",-73.82121964,40.69106337
124-20 LIBERTY AVENUE,Queens,QN,4204517,9578,10,2014-04-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35081294J,,-73.8193377,40.68782323
124-20 LIBERTY AVENUE,Queens,QN,4204517,9578,10,2014-04-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35091405M,,-73.8193377,40.68782323
1242 SAINT NICHOLAS AVENUE,Manhattan,MN,1063086,2129,1,2012-12-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93749809,40.84353626
1246 EAST GUN HILL ROAD,Bronx,BX,2056796,4618,25,2014-04-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85126414,40.87226364
1246 EAST GUN HILL ROAD,Bronx,BX,2056796,4618,25,2013-08-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85126414,40.87226364
1246 EAST GUNHILL ROAD,Bronx,BX,2056796,4618,25,2017-02-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85126414,40.87226364
1246 GUNHILL ROAD,Bronx,BX,2056796,4618,25,2016-08-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85126414,40.87226364
1246 GUNHILL ROAD,Bronx,BX,2056796,4618,25,2013-01-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85126414,40.87226364
1248 MYRTLE AVENUE,Brooklyn,BK,3400704,3227,22,2016-05-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92749083,40.69767815
125 EAST 11 STREET,Manhattan,MN,1008983,556,68,2014-04-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98909361,40.73177385
125 EAST 11 STREET,Manhattan,MN,1008983,556,68,2013-12-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98909361,40.73177385
125 EAST 11 STREET,Manhattan,MN,1008983,556,68,2013-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98909361,40.73177385
125 ST MARKS PLACE,Manhattan,MN,1005881,436,34,2014-09-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35111275Z,,-73.98318088,40.72690943
125-04 LIBERTY AVENUE,Queens,QN,4204577,9579,2,2015-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81905118,40.68796069
125-04 LIBERTY AVENUE,Queens,QN,4204577,9579,2,2012-07-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81905118,40.68796069
125-06 LIBERTY AVENUE,Queens,QN,4204578,9579,3,2014-09-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35103538L,091314CNEJM01,-73.81898946,40.68798165
125-15 JAMAICA AVENUE,Queens,QN,4193890,9279,86,2012-07-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82515813,40.70133506
125-15 JAMAICA AVENUE,Queens,QN,4193890,9279,86,2014-08-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82515813,40.70133506
125-17 ROCKAWAY BOULEVARD,Queens,QN,4252623,11682,32,2013-09-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81220925,40.67560689
125-17 ROCKAWAY BOULEVARD,Queens,QN,4252623,11682,32,2012-07-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81220925,40.67560689
125-22 MERRICK BOULEVARD,Queens,QN,4270263,12525,1,2015-08-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76679645,40.68194916
1250 MORRISON AVENUE,Bronx,BX,2025385,3778,24,2013-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87468717,40.83107235
1250 MORRISON AVENUE,Bronx,BX,2025385,3778,24,2013-04-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87468717,40.83107235
1257 AMSTERDAM AVENUE,Manhattan,MN,1087900,1963,60,2012-12-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000250K,,-73.95808455,40.81010787
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2015-08-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2017-05-07,MARCH: NO PA PERMIT/ECB NOV ISSUED,35244117M,050617CNETVO4,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2016-04-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2014-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2012-10-28,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995107J,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2017-05-13,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2015-02-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76556148,40.68189855
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2014-06-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76556148,40.68189855
1260 MYRTLE AVENUE,Brooklyn,BK,3073398,3227,31,2012-06-08,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34940134R,,-73.92688734,40.69772537
1264 MYRTLE AVENUE,Brooklyn,BK,3073400,3227,33,2012-06-08,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,34940219X,,-73.92674997,40.69776939
127 EAST 47 STREET,Manhattan,MN,1036220,1302,123,2013-11-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97320543,40.75461602
127-08 MERRICK BOULEVARD,Queens,QN,4270315,12528,105,2012-10-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76512047,40.68093685
127-23 MERRICK BOULEVARD,Queens,QN,4269971,12488,1,2016-04-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76502841,40.68163947
1271 MYRTLE AVENUE,Brooklyn,BK,3073111,3217,54,2017-02-09,VACATE,,,-73.92797157,40.69799077
1271 MYRTLE AVENUE,Brooklyn,BK,3073111,3217,54,2016-09-08,VACATE,,,-73.92797157,40.69799077
